名称,レア度,タイプ,主属性,副属性,攻撃,体力,回復,とっくん,出典,リダ攻倍率,倍率スキル,付与できる状態異常,スキル,リーダースキル,とくもり,きらめきオーラ
ドラコ ver.キュアルージュ,★6,たいりょく,赤,,1820,4970,290,なし,シート,3.0,盾破壊×3.0,,1ターンの間、赤色盾のダメージカット後のダメージを3倍にする (ただしダメージカット前のダメージを上限とする),赤属性カードの攻撃力を3倍にし、体力MAXの時に限り、赤属性カードの体力が0になっても「体力１」で踏みとどまる,,
ドラコ ver.キュアルージュ,★7,たいりょく,赤,,3907,11349,971,込み,シート,3.6,盾破壊×3.5,,1ターンの間、赤色盾のダメージカット後のダメージを3.5倍にする (ただしダメージカット前のダメージを上限とする,赤属性カードの攻撃力を3.6倍にし、体力MAXの時に限り、赤属性カードの体力が0になっても「体力１」で踏みとどまる,,
ドラコケンタウロス,★6,こうげき,緑,,1995,3901,297,なし,シート,1.4,,,フィールド上の緑以外の色ぷよを ランダムで3種類みどりぷよにする,味方全体の全能力値が1.4倍になる,,
ドラコケンタウロス,★7,こうげき,緑,,4642,8154,843,込み,シート,2.5,攻撃エンハ(特盛無条件)×1.3,,フィールド上の色ぷよを3色みどりぷよに変え、その後フィールド上の色ぷよをランダムで10個プリズムボールに変える,味方全体の全能力値を2.5倍にする,味方全体の攻撃力を1.3倍、体力を1.3倍、回復力を1.3倍にする,
ドラコ＆リデル,★6,かいふく,赤,黄,3570,6950,2620,込み,Wiki,6.0,n属性以上の同時攻撃×6.5; 与ダメアップ×1.5; 攻撃エンハ(特盛控え含む)×1.5,,2ターンの間、2属性以上の同時攻撃で控え含む味方全体の攻撃力を6.5倍にし、2ターンの間、ネクストぷよを「プラス状態」にする クエスト終了時まで味方全体の相手に与えるダメージを体力を回復した回数×5％アップする(最大50％) さらに控え含む味方全体の体力を40％回復する,味方全体の攻撃力を5倍、体力を3.2倍、回復力を1.5倍にし、通常攻撃時のみあかぷよを4個消すごとにスキル発動ぷよ数を3個減らす 緑属性カードがデッキに1体以上存在する場合、味方全体の攻撃力をさらに1.2倍にする,①クエスト終了時まで控え含む味方全体の攻撃力を1.5倍にする ②味方全体の回復力を2倍にする,
ドラコ＆リデル,★7,かいふく,赤,黄,4928,10460,4060,込み,Wiki,7.15,n属性以上の同時攻撃×7.5; 与ダメアップ×1.5; 攻撃エンハ(特盛控え含む)×1.5,,3ターンの間、2属性以上の同時攻撃で控え含む味方全体の攻撃力を7.5倍にし、3ターンの間、ネクストぷよを「プラス状態」にする クエスト終了時まで味方全体の相手に与えるダメージを体力を回復した回数×5％アップする（最大50％） さらに控え含む味方全体の体力を50％回復する,味方全体の攻撃力を5.5倍、体力を3.5倍、回復力を2倍にし、通常攻撃時のみあかぷよを4個消すごとにスキル発動ぷよ数を4個減らす 緑属性カードがデッキに1体以上存在する場合、味方全体の攻撃力をさらに1.3倍にする,①クエスト終了時まで控え含む味方全体の攻撃力を1.5倍にする ②味方全体の回復力を2倍にする,
ドラゴルン,★6,こうげき,,,,,,,シート,3.0,,,相手全体に「100000」の 無属性攻撃,自属性カードの攻撃力を3倍にする,,
ドラゴンセイリュウ,★6,たいりょく,緑,,1880,4920,230,なし,シート,1.4,盾破壊×3.0,,1ターンの間、緑色盾のダメージカット後のダメージを3倍にする(ただしダメージカット前のダメージを上限とする),緑属性カードの攻撃力を1.4倍、体力を2.5倍にし、通常攻撃を2連続攻撃にする,,
ドラゴンセイリュウ,★7,たいりょく,緑,,3988,11263,890,込み,シート,1.8,盾破壊×3.5,,1ターンの間、緑色盾のダメージカット後のダメージを3.5倍にする(ただしダメージカット前の ダメージを上限とする),緑属性カードの攻撃力を1.8倍、体力を3倍にし、通常攻撃を2連続攻撃にする,,
ドラリス,★5,バランス,,,,,,,シート,1.0,,,,,,
ドラリス/紫,★5,バランス,紫,,70,74,20,込み,シート,1.0,,,,,,
ドラリス/緑,★5,バランス,緑,,46,146,20,込み,シート,1.0,,,,,,
ドラリス/赤,★5,バランス,赤,,70,110,10,込み,シート,1.0,,,,,,
ドラリス/青,★5,バランス,青,,58,74,30,込み,シート,1.0,,,,,,
ドラリス/黄,★5,バランス,黄,,46,110,30,込み,シート,1.0,,,,,,
ドラーナ,★6,バランス,青,,1395,3194,742,なし,シート,1.0,,,3ターンの間、青属性カードの攻撃を チャージして攻撃する（×1.4）,体力が70%以下の青属性カードが受けるダメージを 半減させる,,
ドラーナ,★7,バランス,青,,3623,7991,1642,込み,シート,3.0,,,3ターンの間、青属性カードの攻撃を チャージして攻撃する（×2）,青属性カードの攻撃力と体力を3倍にし、受けるダメージをネクストぷよのあおぷよの数×3％軽減する,,
ドリームサタン,★7,かいふく,赤,緑,3006,8624,2879,込み,シート,3.5,,,フィールド上の色ぷよをランダムで10個プリズムボールに変え、色ぷよをすべてあかぷよに変える その後色ぷよをランダムで3個チャンスぷよに変える,赤属性カードの攻撃力を3.5倍、体力を3.2倍にし、体力が0になっても1回のみ「体力1」で踏みとどまる,,
ドレール,★6,こうげき,緑,,2876,4912,565,込み,シート,2.5,,,2ターンの間、一度に消せるぷよ数を5個増やす (同時消し係数を3倍に),緑属性カードとこうげきタイプの攻撃力と体力を2.5倍にする,,
ドワーフ,★6,たいりょく,,,,,,,シート,1.0,,,相手単体に、このカードの最大体力×12の タフネス貫通属性攻撃,味方全体の有利属性からの被ダメージが0.5倍になる,,
ドワーフ,★7,たいりょく,,,,,,,シート,1.0,,,相手単体に、このカードの「最大体力」×70の タフネス貫通属性攻撃,味方全体が受ける有利属性ダメージを70%カットする,,
ドンデ,★6,バランス,赤,,1910,3646,847,なし,シート,2.0,,,敵全体に「こうげき」×7の属性攻撃を与え、さらに相手の「ターン」に+2する,味方全体の赤属性の体力を2.5倍、攻撃力を2倍にし、さらに味方全体の赤属性の回復力を1にして、減った回復力を3倍にして攻撃力に上乗せする,,
ドンデ,★7,バランス,赤,,4470,8869,1824,込み,シート,3.0,,,相手全体にこのカードの「こうげき」×10の属性攻撃を与え、ターン数を＋3する,赤属性カードの攻撃力を3倍、体力を2.5倍にし、さらに赤属性カードの回復力を1にして、減った回復力を4倍にして攻撃力に上乗せする,,
ナイスバッターアミティ,★6,こうげき,赤,黄,2190,3870,230,なし,シート,3.0,n連鎖以上×2.0(LS時のみ),,だいれんさチャンスフィーバーを発動させ、 このスキル発動中、味方全体の連鎖係数を 4倍にする,味方全体の攻撃力を1.5倍、体力を2.5倍にし、 4連鎖以上で攻撃力をさらに2倍にする,,
ナイスバッターアミティ,★7,こうげき,赤,黄,4953,8608,862,込み,シート,4.0,n連鎖以上×2.0(LS時のみ),,だいれんさチャンスフィーバーを発動させ、 このスキル発動中、味方全体の連鎖係数を 5倍にする,味方全体の攻撃力を2倍、体力を3倍にし、 4連鎖以上で攻撃力をさらに2倍にする,,
ナイヴァス,★6,かいふく,赤,,1510,4060,1640,なし,シート,3.0,n属性以上の同時攻撃×3.0,,2ターンの間、2属性以上の同時攻撃で赤属性カードの攻撃力を3倍にする さらに2ターンの間、フィールド上の色ぷよをランダムで1個「プラス状態」にする,赤属性カードの攻撃力を3倍、体力を2.5倍にし、なぞり消し数を1個増やす さらに相手ターン終了時にフィールド上の色ぷよをあかぷよ優先で2個「プラス状態」にする,,
ナイヴァス,★7,かいふく,赤,,3564,9396,3204,込み,シート,3.5,n属性以上の同時攻撃×3.5,,3ターンの間、2属性以上の同時攻撃で赤属性カードの攻撃力を3.5倍にする さらに3ターンの間、フィールド上の色ぷよをランダムで2個「プラス状態」にする,赤属性カードの攻撃力を3.5倍、体力を3.2倍にし、なぞり消し数を2個増やす さらに相手ターン終了時にフィールド上の色ぷよをあかぷよ優先で3個「プラス状態」にする,,
ナスグレイブ,★6,たいりょく,紫,,1072,5095,220,なし,シート,3.0,,,相手全体にこのカードの「こうげき」 ×20の属性攻撃,たいりょくタイプの攻撃力を3倍にする,,
ナスグレイブ,★7,たいりょく,紫,,2647,11462,777,込み,シート,3.5,,,相手全体にこのカードの「こうげき」 ×30の属性攻撃,たいりょくタイプの攻撃力を3.5倍、体力を2倍にする,,
ナソス,★6,こうげき,緑,,1996,2892,321,なし,シート,1.8,,,フィールド上の好きな場所の色ぷよとハートBOXを8個までみどりぷよにぬりかえる,こうげきタイプの攻撃力と回復力を1.8倍にする,,
ナソス,★7,こうげき,緑,,4593,6666,873,込み,シート,3.5,攻撃エンハ×3.5,,2ターンの間、緑属性カードの攻撃力を3.5倍にし、フィールド上の好きな場所の色ぷよ、ハートBOX、おじゃまぷよ、かたぷよを10個までみどりぷよにぬりかえる,こうげきタイプの攻撃力と回復力を3.5倍にする,クエスト出発時とステージ移動時フィールド上の色ぷよをランダムで1個チャンスぷよに変える,
ナソス ver.エミー,★6,こうげき,緑,,2001,3571,212,なし,シート,2.0,,麻痺×3,敵単体に「こうげき」×12の属性攻撃を与え、 さらに相手を4ターン「麻痺」状態にする,緑属性カードの攻撃力と回復力を2倍にし、 毎ターン、緑属性カードに「かいふく」×1の回復,,
ナソス ver.エミー,★7,こうげき,緑,,4601,7667,740,込み,シート,3.0,,麻痺×3,相手単体にこのカードの「こうげき」×15の属性攻撃を与え、5ターンの間、「麻痺」状態にする,緑属性カードの攻撃力と回復力を3倍にし、毎ターン、緑属性カードにこのカードの「かいふく」×1.5の回復,,
ナソス ver.聖夜,★6,かいふく,緑,,1321,3468,1550,なし,シート,2.0,,,フィールド上の好きな場所の色ぷよとハートBOXを5個までプリズムボールにぬりかえる,緑属性カードとかいふくタイプの攻撃力を2倍、回復力を2.8倍にする,,
ナソス ver.聖夜,★7,かいふく,緑,,3049,7949,3040,込み,シート,2.5,,,フィールド上の好きな場所の色ぷよとハートBOXを7個までプリズムボールにぬりかえる,緑属性カードとかいふくタイプの攻撃力を2.5倍、回復力を3.5倍にする,,
